[0.5222011 0.4777989]
[0.12404113 0.87595887]
[0.32892613 0.67107387]
[0.75802042 0.24197958]
[0.46557375 0.53442625]
[0.68504721 0.31495279]
[0.5110922 0.4889078]
[0.83563462 0.16436538]
[0.94020561 0.05979439]
[0.85544013 0.14455987]
[0.45738445 0.54261555]
[0.73780782 0.26219218]
[0.5 0.5]
[0.7413505 0.2586495]
[0.03731884 0.96268116]
[0.01610884 0.98389116]
[0.84928404 0.15071596]
[0.96215578 0.03784422]
[0.86181239 0.13818761]
[0.70492817 0.29507183]
[0.92840941 0.07159059]
[0.93879258 0.06120742]
[0.35893314 0.64106686]
[0.21671334 0.78328666]
[0.82360772 0.17639228]
[0.7092771 0.2907229]
[0.94822867 0.05177133]
[0.38200402 0.61799598]
[0.87644849 0.12355151]
[0.16973835 0.83026165]
[0.61580837 0.38419163]
[0.9344713 0.0655287]
[0.89858071 0.10141929]
[0.63961243 0.36038757]
[0.30184098 0.69815902]
[0.92900655 0.07099345]
[0.01499673 0.98500327]
[0.69510462 0.30489538]
[0.94955116 0.05044884]
[0.23351371 0.76648629]
[0.69480117 0.30519883]
[0.91613853 0.08386147]
[0.78121441 0.21878559]
[0.90958342 0.09041658]
[0.83303817 0.16696183]
[0.86865924 0.13134076]
[0.96409201 0.03590799]
[0.90661535 0.09338465]
[0.78976963 0.21023037]
[0.24216482 0.75783518]
[0.090933 0.909067]
[0.71204357 0.28795643]
[0.07619358 0.92380642]
[0.91591193 0.08408807]
[0.60286047 0.39713953]
[0.5 0.5]
[0.94713946 0.05286054]
[0.27132662 0.72867338]
[0.14653191 0.85346809]
[0.91019404 0.08980596]
[0.94060078 0.05939922]
[0.04865357 0.95134643]
[0.1876282 0.8123718]
[0.92598215 0.07401785]
[0.82334754 0.17665246]
[0.57228817 0.42771183]
[0.97302827 0.02697173]
[0.80508255 0.19491745]
[0.13982348 0.86017652]
[0.20521986 0.79478014]
[0.72007677 0.27992323]
[0.93846765 0.06153235]
[0.45941341 0.54058659]
[0.08377832 0.91622168]
[0.75110109 0.24889891]
[0.89130406 0.10869594]
[0.77702144 0.22297856]
[0.89363829 0.10636171]
[0.13254325 0.86745675]
[0.13553394 0.86446606]
[0.67176251 0.32823749]
[0.03624869 0.96375131]
[0.55367002 0.44632998]
[0.65124434 0.34875566]
[0.90033787 0.09966213]
[0.79769069 0.20230931]
[0.91338384 0.08661616]
[0.67867807 0.32132193]
[0.16042035 0.83957965]
[0.5112781 0.4887219]
[0.0307239 0.9692761]
[0.94661959 0.05338041]
[0.90215747 0.09784253]
[0.95957833 0.04042167]
[0.99035292 0.00964708]
[0.89761237 0.10238763]
[0.94609742 0.05390258]
[0.47546981 0.52453019]
[0.5550103 0.4449897]
[0.09624366 0.90375634]
[0.91799998 0.08200002]
[0.69622585 0.30377415]
[0.90074829 0.09925171]
[0.87141854 0.12858146]
[0.93797004 0.06202996]
[0.88547012 0.11452988]
[0.20153322 0.79846678]
[0.83947384 0.16052616]
[0.88685994 0.11314006]
[0.26389365 0.73610635]
[0.06707291 0.93292709]
[0.85934728 0.14065272]
[0.49279229 0.50720771]
[0.91945774 0.08054226]
[0.41013644 0.58986356]
[0.88951102 0.11048898]
[0.91641788 0.08358212]
[0.2858048 0.7141952]
[0.95756523 0.04243477]
[0.92800147 0.07199853]
[0.86406079 0.13593921]
[0.85212195 0.14787805]
[0.96414254 0.03585746]
[0.63403935 0.36596065]
[0.98818555 0.01181445]
[0.32155763 0.67844237]
[0.88381117 0.11618883]
[0.92304087 0.07695913]
[0.71628129 0.28371871]
[0.79330484 0.20669516]
[0.20492083 0.79507917]
[0.45090352 0.54909648]
[0.38535972 0.61464028]
[0.82304546 0.17695454]
[0.86785577 0.13214423]
[0.83914484 0.16085516]
[0.75522631 0.24477369]
[0.92809639 0.07190361]
[0.01682887 0.98317113]
[0.97190828 0.02809172]
[0.38911049 0.61088951]
[0.03948235 0.96051765]
[0.96001967 0.03998033]
[0.7465725 0.2534275]
[0.31301501 0.68698499]
[0.33472465 0.66527535]
[0.28763541 0.71236459]
[0.95049454 0.04950546]
[0.61825695 0.38174305]
[0.61681478 0.38318522]
[0.13064566 0.86935434]
[0.8560471 0.1439529]
[0.80744095 0.19255905]
[0.73484898 0.26515102]
[0.15759808 0.84240192]
[0.29191668 0.70808332]
[0.60967117 0.39032883]
[0.85003741 0.14996259]
[0.81263632 0.18736368]
[0.5486329 0.4513671]
[0.48267308 0.51732692]
[0.86673155 0.13326845]
[0.78006942 0.21993058]
[0.76244702 0.23755298]
[0.68225842 0.31774158]
[9.99241213e-01 7.58787208e-04]
[0.91120729 0.08879271]
[0.67229781 0.32770219]
[0.24801901 0.75198099]
[0.53998164 0.46001836]
[0.32181721 0.67818279]
[0.13791942 0.86208058]
[0.900053 0.099947]
[0.41458213 0.58541787]
[0.25611785 0.74388215]
[0.8625474 0.1374526]
[0.32854485 0.67145515]
[0.40586016 0.59413984]
[0.66949087 0.33050913]
[0.44259055 0.55740945]
[0.10105538 0.89894462]
[0.95016564 0.04983436]
[0.54012232 0.45987768]
[0.33453136 0.66546864]
[0.52801779 0.47198221]
[0.77522179 0.22477821]
[0.6354261 0.3645739]
[0.0786486 0.9213514]
[0.32617703 0.67382297]
[0.9901954 0.0098046]
[0.75981131 0.24018869]
[0.29831955 0.70168045]
[0.57463513 0.42536487]
[0.0109037 0.9890963]
[0.33368724 0.66631276]
[0.37331433 0.62668567]
[0.29781834 0.70218166]
[0.61322032 0.38677968]
[0.71459784 0.28540216]
[0.67083589 0.32916411]
[0.64322431 0.35677569]
[0.46684265 0.53315735]
[0.56050714 0.43949286]
[0.62155893 0.37844107]
[0.68933337 0.31066663]
[0.19571487 0.80428513]
[0.52626844 0.47373156]
[0.78350699 0.21649301]
[0.09805013 0.90194987]
[0.55580165 0.44419835]
[0.04299339 0.95700661]
[0.10583257 0.89416743]
[0.78938299 0.21061701]
[0.6004387 0.3995613]
[0.20174819 0.79825181]
[0.12347114 0.87652886]
[0.64033829 0.35966171]
[0.3457351 0.6542649]
[0.7875922 0.2124078]
[0.41846655 0.58153345]
[0.49029835 0.50970165]
[0.44516826 0.55483174]
[0.91611272 0.08388728]
[0.83078088 0.16921912]
[0.70004192 0.29995808]
[0.45611677 0.54388323]
[0.61536307 0.38463693]
[0.30782884 0.69217116]
[0.28282196 0.71717804]
[0.10903017 0.89096983]
[0.04003757 0.95996243]
[0.75384021 0.24615979]
[0.41189229 0.58810771]
[0.90726706 0.09273294]
[0.3897571 0.6102429]
[0.87755765 0.12244235]
[0.01384887 0.98615113]
[0.56229998 0.43770002]
[0.38648202 0.61351798]
[0.3750634 0.6249366]
[0.70031972 0.29968028]
[0.15527309 0.84472691]
[0.5 0.5]
[0.60454874 0.39545126]
[0.59241348 0.40758652]
[0.58480631 0.41519369]
[0.66293408 0.33706592]
[0.62714975 0.37285025]
[0.73281151 0.26718849]
[0.65568143 0.34431857]
[0.47060985 0.52939015]
[0.44993434 0.55006566]
[0.12640776 0.87359224]
[0.09608016 0.90391984]
[0.22215871 0.77784129]
[0.69687138 0.30312862]
[0.6514782 0.3485218]
[0.03926725 0.96073275]
[0.62308341 0.37691659]
[0.15883196 0.84116804]
[0.77514474 0.22485526]
[0.72300271 0.27699729]
[0.8488089 0.1511911]
[0.5 0.5]
[0.59759497 0.40240503]
[0.34349855 0.65650145]
[0.16211407 0.83788593]
[0.18945348 0.81054652]
[0.66295366 0.33704634]
[0.77963202 0.22036798]
[0.17324377 0.82675623]
[0.00492008 0.99507992]
[0.28986887 0.71013113]
[0.29224378 0.70775622]
[0.52744836 0.47255164]
[0.09385111 0.90614889]
[0.4659438 0.5340562]
[0.35414528 0.64585472]
[0.82158366 0.17841634]
[0.31541009 0.68458991]
[0.45922421 0.54077579]
[0.68854326 0.31145674]
[0.25028348 0.74971652]
[0.78916096 0.21083904]
[0.49361253 0.50638747]
[0.08218729 0.91781271]
[0.6317463 0.3682537]
[0.19446661 0.80553339]
[0.62734384 0.37265616]
[0.5 0.5]
[0.38977746 0.61022254]
[0.27851171 0.72148829]
[0.58485048 0.41514952]
[0.70096972 0.29903028]
[0.27908218 0.72091782]
[0.58017288 0.41982712]
[0.46355724 0.53644276]
[0.08737505 0.91262495]
[0.95169852 0.04830148]
[0.33430245 0.66569755]
[0.70874136 0.29125864]
[0.05845754 0.94154246]
[0.90078789 0.09921211]
[0.22234978 0.77765022]
[0.83923231 0.16076769]
[0.61246175 0.38753825]
[0.73570975 0.26429025]
[0.74484294 0.25515706]
[0.57152843 0.42847157]
[0.69798127 0.30201873]
[0.33691782 0.66308218]
[0.29697453 0.70302547]
[0.24126994 0.75873006]
[0.5 0.5]
[0.55989026 0.44010974]
[0.23736614 0.76263386]
[0.23412062 0.76587938]
[0.5471142 0.4528858]
[0.47983649 0.52016351]
[0.87186155 0.12813845]
[0.42300804 0.57699196]
[0.69581207 0.30418793]
[0.80054035 0.19945965]
[0.39845144 0.60154856]
[0.55947755 0.44052245]
[0.50569462 0.49430538]
[0.18755561 0.81244439]
[0.63506904 0.36493096]
[0.68114433 0.31885567]
[0.7893769 0.2106231]
[0.41112907 0.58887093]
[0.72040335 0.27959665]
[0.20977476 0.79022524]
[0.53154733 0.46845267]
[0.1733949 0.8266051]
[0.45079834 0.54920166]
[0.27987608 0.72012392]
[0.39418747 0.60581253]
[0.2522607 0.7477393]
[0.78076992 0.21923008]
[0.52153488 0.47846512]
[0.90869566 0.09130434]
[0.16007586 0.83992414]
[0.07314957 0.92685043]
[0.01220448 0.98779552]
[0.50756902 0.49243098]
[0.37220338 0.62779662]
[0.06019953 0.93980047]
[0.03800717 0.96199283]
[0.11108353 0.88891647]
[0.45678083 0.54321917]
[0.13773223 0.86226777]
[0.15023762 0.84976238]
[0.77345834 0.22654166]
[0.86881872 0.13118128]
[0.72338785 0.27661215]
[0.56754475 0.43245525]
[0.66091927 0.33908073]
[0.65436219 0.34563781]
[0.82051708 0.17948292]
[0.3859556 0.6140444]
[0.70111041 0.29888959]
[0.57653748 0.42346252]
[0.07368794 0.92631206]
[0.04815644 0.95184356]
[0.75999076 0.24000924]
[0.71803628 0.28196372]
[0.51039797 0.48960203]
[0.45961956 0.54038044]
[0.36887827 0.63112173]
[0.61349437 0.38650563]
[0.39032746 0.60967254]
[0.35422465 0.64577535]
[0.81977146 0.18022854]
[0.68132861 0.31867139]
[0.31904327 0.68095673]
[0.34966138 0.65033862]
[0.17751436 0.82248564]
[0.16766814 0.83233186]
[0.6604188 0.3395812]
[0.14345204 0.85654796]
[0.53355148 0.46644852]
[0.20461631 0.79538369]
[0.91732935 0.08267065]
[0.06249351 0.93750649]
[0.12609798 0.87390202]
[0.18452024 0.81547976]
[0.21207357 0.78792643]
[0.18803987 0.81196013]
[0.05699399 0.94300601]
[0.27769667 0.72230333]
[0.14459784 0.85540216]
[0.59129427 0.40870573]
[0.59921952 0.40078048]
[0.39767785 0.60232215]
[0.3435915 0.6564085]
[0.19988232 0.80011768]
[0.52617293 0.47382707]
[0.50689741 0.49310259]
[0.88979683 0.11020317]
[0.48995613 0.51004387]
[0.52103434 0.47896566]
[0.08106502 0.91893498]
[0.26523841 0.73476159]
[0.79103893 0.20896107]
[0.56839281 0.43160719]
[0.25248582 0.74751418]
[0.85082062 0.14917938]
[0.63756747 0.36243253]
[0.12475479 0.87524521]
[0.05336061 0.94663939]
[0.18493137 0.81506863]
[0.29829307 0.70170693]
[0.48007873 0.51992127]
[0.39850245 0.60149755]
[0.00484358 0.99515642]
[0.68055459 0.31944541]
[0.44461797 0.55538203]
[0.72637112 0.27362888]
[0.18748733 0.81251267]
[0.35220696 0.64779304]
[0.4629662 0.5370338]
[0.21869882 0.78130118]
[0.39306237 0.60693763]
[0.41200652 0.58799348]
[0.28282559 0.71717441]
[0.03853246 0.96146754]
[0.63795905 0.36204095]
[0.33017575 0.66982425]
[0.27131675 0.72868325]
[0.44810188 0.55189812]
[0.45043918 0.54956082]
[0.21612745 0.78387255]
[0.76510092 0.23489908]
[0.48262862 0.51737138]
[0.1893008 0.8106992]
[0.7631533 0.2368467]
[0.06923008 0.93076992]
[0.35254396 0.64745604]
[0.21690077 0.78309923]
[0.58954315 0.41045685]
[0.77330641 0.22669359]
[0.43962367 0.56037633]
[0.34118735 0.65881265]
[0.23248042 0.76751958]
[0.90064008 0.09935992]
[0.76511165 0.23488835]
[0.2546694 0.7453306]
[0.94026343 0.05973657]
[0.44319485 0.55680515]
[0.68580104 0.31419896]
[0.42404103 0.57595897]
[0.09116504 0.90883496]
[0.27134532 0.72865468]
[0.36565364 0.63434636]
[0.42235152 0.57764848]
[0.42605603 0.57394397]
[0.04877726 0.95122274]
[0.40861745 0.59138255]
[0.7583028 0.2416972]
[0.57247228 0.42752772]
[0.3452987 0.6547013]
[0.64861752 0.35138248]
[0.81381149 0.18618851]
[0.63918888 0.36081112]
[0.13293692 0.86706308]
[0.03190453 0.96809547]
[0.0635756 0.9364244]
[0.72819862 0.27180138]
[0.5205829 0.4794171]
[0.89640873 0.10359127]
[0.55534257 0.44465743]
[0.73072246 0.26927754]
[0.66480469 0.33519531]
[0.04413436 0.95586564]
[1.58086770e-05 9.99984191e-01]
[0.7428566 0.2571434]
[0.60994823 0.39005177]
[0.40249629 0.59750371]
[0.8421272 0.1578728]
[0.57703579 0.42296421]
[0.4549386 0.5450614]
[0.5690893 0.4309107]
[0.24694168 0.75305832]
[0.04105431 0.95894569]
[0.91185169 0.08814831]
[0.73696376 0.26303624]
[0.52775772 0.47224228]
[0.43669694 0.56330306]
[0.28609097 0.71390903]
[0.67816956 0.32183044]
[0.89165964 0.10834036]
[0.79418331 0.20581669]
[0.22862315 0.77137685]
[0.48039356 0.51960644]
[0.57697723 0.42302277]
[0.70133455 0.29866545]
[0.63435731 0.36564269]
[0.0141019 0.9858981]
[0.31945666 0.68054334]
[0.76282092 0.23717908]
[0.71119892 0.28880108]
[0.511171 0.488829]
[0.84849406 0.15150594]
[0.72242448 0.27757552]
[0.81450734 0.18549266]
[0.69675139 0.30324861]
[0.05074786 0.94925214]
[0.4672793 0.5327207]
[0.33191106 0.66808894]
[0.41912089 0.58087911]
[0.52495964 0.47504036]
[0.87782714 0.12217286]
[0.36624592 0.63375408]
[0.89886718 0.10113282]
[0.59772117 0.40227883]
[0.522965 0.477035]
[0.58802102 0.41197898]
[0.90920649 0.09079351]
[0.7014124 0.2985876]
[0.43590843 0.56409157]
[0.41283142 0.58716858]
[0.23932967 0.76067033]
[0.51190431 0.48809569]
[0.35708746 0.64291254]
[0.39146265 0.60853735]
[0.39038409 0.60961591]
[0.79419684 0.20580316]
[0.52053535 0.47946465]
[0.36750634 0.63249366]
[0.08407706 0.91592294]
[0.23169001 0.76830999]
[0.2646489 0.7353511]
[0.85136517 0.14863483]
[0.7601226 0.2398774]
[0.05861388 0.94138612]
[0.81776706 0.18223294]
[0.06607538 0.93392462]
[0.72971491 0.27028509]
[0.82014024 0.17985976]
[0.34832975 0.65167025]
[0.68604456 0.31395544]
[0.00878979 0.99121021]
[0.16037086 0.83962914]
[0.4115041 0.5884959]
[0.47406729 0.52593271]
[0.77155862 0.22844138]
[0.48340768 0.51659232]
[0.54226012 0.45773988]
[0.00436845 0.99563155]
[0.48009727 0.51990273]
[0.49192676 0.50807324]
[0.62021151 0.37978849]
[0.31979515 0.68020485]
[0.20972266 0.79027734]
[0.28043564 0.71956436]
[0.05233316 0.94766684]
[0.2857706 0.7142294]
[0.26065287 0.73934713]
[0.83851615 0.16148385]
[0.45813364 0.54186636]
[0.06751262 0.93248738]
[0.28050632 0.71949368]
[0.68092342 0.31907658]
[0.81426939 0.18573061]
[0.55264712 0.44735288]
[0.29508767 0.70491233]
[0.41925075 0.58074925]
[0.00905505 0.99094495]
[0.6995149 0.3004851]
[0.71617284 0.28382716]
[0.84525739 0.15474261]
[0.181021 0.818979]
[0.63746721 0.36253279]
[0.5365861 0.4634139]
[0.15894435 0.84105565]
[0.60797287 0.39202713]
[0.14086173 0.85913827]
[0.34072603 0.65927397]
[0.75495923 0.24504077]
[0.89472492 0.10527508]
[0.63534258 0.36465742]
[0.4168266 0.5831734]
[0.16327868 0.83672132]
[0.6549104 0.3450896]
[0.40494766 0.59505234]
[0.41586736 0.58413264]
[0.5 0.5]
[0.35169172 0.64830828]
[0.43192812 0.56807188]
[0.13158138 0.86841862]
[0.57307062 0.42692938]
[0.56769543 0.43230457]
[0.28549091 0.71450909]
[0.33076774 0.66923226]
[0.95535693 0.04464307]
[0.17170685 0.82829315]
[0.70405863 0.29594137]
[0.08328923 0.91671077]
[0.76199565 0.23800435]
[0.76631967 0.23368033]
[0.68530784 0.31469216]
[0.59226435 0.40773565]
[0.63450235 0.36549765]
[0.00426253 0.99573747]
[0.17957516 0.82042484]
[0.50982289 0.49017711]
[0.31032393 0.68967607]
[0.90881477 0.09118523]
[0.30234583 0.69765417]
[0.36763794 0.63236206]
[0.62605684 0.37394316]
[0.04623543 0.95376457]
[0.74304869 0.25695131]
[0.86884065 0.13115935]
[0.20044631 0.79955369]
[0.8403914 0.1596086]
[0.88067737 0.11932263]
[0.79512842 0.20487158]
[0.10165281 0.89834719]
[0.51887764 0.48112236]
[0.31710065 0.68289935]
[0.33546833 0.66453167]
[0.58757626 0.41242374]
[0.88642595 0.11357405]
[0.43633498 0.56366502]
[0.05538866 0.94461134]
[0.44824368 0.55175632]
[0.26333368 0.73666632]
[0.65472596 0.34527404]
[0.25797084 0.74202916]
[0.40184913 0.59815087]
[0.33721317 0.66278683]
[0.52514755 0.47485245]
[0.02555246 0.97444754]
[0.12953562 0.87046438]
[0.41188015 0.58811985]
[0.37281277 0.62718723]
[0.02993916 0.97006084]
[0.53188467 0.46811533]
[0.27293657 0.72706343]
[0.01767348 0.98232652]
[0.57884942 0.42115058]
[0.79672796 0.20327204]
[0.26766651 0.73233349]
[0.55028701 0.44971299]
[0.18957533 0.81042467]
[0.38008749 0.61991251]
[0.36648203 0.63351797]
[0.57784988 0.42215012]
[0.09196102 0.90803898]
[0.11338161 0.88661839]
[0.01271065 0.98728935]
[0.53919968 0.46080032]
[0.40610167 0.59389833]
[0.69059567 0.30940433]
[0.60828355 0.39171645]
[0.86123703 0.13876297]
[0.8256237 0.1743763]
[0.37157845 0.62842155]
[0.41417905 0.58582095]
[0.3265596 0.6734404]
[0.009694 0.990306]
[0.049155 0.950845]
[0.07414966 0.92585034]
[0.48792592 0.51207408]
