[0.81828537 0.18171463]
[0.90744351 0.09255649]
[0.94037259 0.05962741]
[0.93198013 0.06801987]
[0.95291338 0.04708662]
[0.75129764 0.24870236]
[0.71564254 0.28435746]
[0.5 0.5]
[0.70331576 0.29668424]
[0.94875854 0.05124146]
[0.72328944 0.27671056]
[0.12570877 0.87429123]
[0.86926749 0.13073251]
[0.57123925 0.42876075]
[0.86473861 0.13526139]
[0.63017723 0.36982277]
[0.76420238 0.23579762]
[0.8663484 0.1336516]
[0.59321037 0.40678963]
[0.83833797 0.16166203]
[0.97334707 0.02665293]
[0.49315479 0.50684521]
[0.9101505 0.0898495]
[0.93901039 0.06098961]
[0.64096252 0.35903748]
[0.8548973 0.1451027]
[0.27560187 0.72439813]
[0.91483445 0.08516555]
[0.78540377 0.21459623]
[0.70484571 0.29515429]
[0.71656022 0.28343978]
[0.64685937 0.35314063]
[0.3426728 0.6573272]
[0.46431726 0.53568274]
[0.52741254 0.47258746]
[0.82987445 0.17012555]
[0.76797749 0.23202251]
[0.69108614 0.30891386]
[0.94205215 0.05794785]
[0.34991498 0.65008502]
[0.85563827 0.14436173]
[0.48580319 0.51419681]
[0.59960943 0.40039057]
[0.87269825 0.12730175]
[0.71236188 0.28763812]
[0.57002125 0.42997875]
[0.55512356 0.44487644]
[0.60602789 0.39397211]
[0.9225679 0.0774321]
[0.62627121 0.37372879]
[0.35568843 0.64431157]
[0.13702462 0.86297538]
[0.71322197 0.28677803]
[0.75105349 0.24894651]
[0.53094604 0.46905396]
[0.62157522 0.37842478]
[0.5 0.5]
[0.459065 0.540935]
[0.81697281 0.18302719]
[0.70902466 0.29097534]
[0.16752631 0.83247369]
[0.61258454 0.38741546]
[0.68064174 0.31935826]
[0.61668007 0.38331993]
[0.91153685 0.08846315]
[0.80008322 0.19991678]
[9.99966602e-01 3.33981651e-05]
[0.45140158 0.54859842]
[0.62143274 0.37856726]
[0.31508419 0.68491581]
[0.47989513 0.52010487]
[0.22977751 0.77022249]
[0.28806689 0.71193311]
[0.78048241 0.21951759]
[0.49213423 0.50786577]
[0.64926462 0.35073538]
[0.88853479 0.11146521]
[0.35087353 0.64912647]
[0.49424142 0.50575858]
[0.8998722 0.1001278]
[0.76159119 0.23840881]
[0.28349615 0.71650385]
[0.97927999 0.02072001]
[0.71142068 0.28857932]
[0.60285159 0.39714841]
[0.28878825 0.71121175]
[0.75663252 0.24336748]
[0.4772945 0.5227055]
[0.21920298 0.78079702]
[0.17440827 0.82559173]
[0.94073448 0.05926552]
[0.4680674 0.5319326]
[0.5873261 0.4126739]
[0.53166671 0.46833329]
[0.07826436 0.92173564]
[0.38351609 0.61648391]
[0.54568823 0.45431177]
[0.51916647 0.48083353]
[0.20139338 0.79860662]
[0.86055453 0.13944547]
[0.7580121 0.2419879]
[0.08589036 0.91410964]
[0.73204874 0.26795126]
[0.5696943 0.4303057]
[0.63299546 0.36700454]
[0.61169162 0.38830838]
[0.33418436 0.66581564]
[0.61947398 0.38052602]
[0.83016137 0.16983863]
[0.28178317 0.71821683]
[0.5 0.5]
[0.17248364 0.82751636]
[0.1824387 0.8175613]
[0.43221125 0.56778875]
[0.65939601 0.34060399]
[0.38425545 0.61574455]
[0.16008201 0.83991799]
[0.55813131 0.44186869]
[0.43261569 0.56738431]
[0.49342379 0.50657621]
[0.56888831 0.43111169]
[0.57018374 0.42981626]
[0.72641014 0.27358986]
[0.88079535 0.11920465]
[0.82347431 0.17652569]
[0.48202186 0.51797814]
[0.55941613 0.44058387]
[0.75063057 0.24936943]
[0.30528639 0.69471361]
[0.41617283 0.58382717]
[0.04879015 0.95120985]
[0.39071578 0.60928422]
[0.88529107 0.11470893]
[0.14277416 0.85722584]
[0.89822092 0.10177908]
[0.27470898 0.72529102]
[0.21566133 0.78433867]
[0.00348935 0.99651065]
[0.47978716 0.52021284]
[0.82178423 0.17821577]
[0.61187653 0.38812347]
[0.7174177 0.2825823]
[0.47641012 0.52358988]
[0.48527933 0.51472067]
[0.37495354 0.62504646]
[0.74269284 0.25730716]
[0.54321263 0.45678737]
[0.47081246 0.52918754]
[0.58121255 0.41878745]
[0.57061605 0.42938395]
[0.57409266 0.42590734]
[0.62044526 0.37955474]
[0.48320641 0.51679359]
[0.15758199 0.84241801]
[0.18906806 0.81093194]
[0.36589898 0.63410102]
[0.66684786 0.33315214]
[0.53808018 0.46191982]
[0.1888959 0.8111041]
[0.56102424 0.43897576]
[0.71346465 0.28653535]
[0.69968563 0.30031437]
[0.79060075 0.20939925]
[0.83519455 0.16480545]
[0.56058142 0.43941858]
[0.32125779 0.67874221]
[0.28253059 0.71746941]
[0.10518211 0.89481789]
[0.18974057 0.81025943]
[0.62784299 0.37215701]
[0.41798988 0.58201012]
[0.43598642 0.56401358]
[0.24321252 0.75678748]
[0.1876543 0.8123457]
[0.4152576 0.5847424]
[0.61720359 0.38279641]
[0.22043602 0.77956398]
[0.15192995 0.84807005]
[0.39140863 0.60859137]
[0.54996097 0.45003903]
[0.35218043 0.64781957]
[0.36592556 0.63407444]
[0.8095441 0.1904559]
[0.43226749 0.56773251]
[0.5 0.5]
[0.80120845 0.19879155]
[0.26189125 0.73810875]
[0.52729574 0.47270426]
[0.20629708 0.79370292]
[0.41139784 0.58860216]
[0.64694916 0.35305084]
[0.79577269 0.20422731]
[0.41697858 0.58302142]
[0.56347208 0.43652792]
[0.35247873 0.64752127]
[0.39198323 0.60801677]
[0.81441749 0.18558251]
[0.12065974 0.87934026]
[0.08643203 0.91356797]
[0.92579987 0.07420013]
[0.37844523 0.62155477]
[0.69104103 0.30895897]
[0.03563674 0.96436326]
[0.87618377 0.12381623]
[0.26571632 0.73428368]
[0.6909043 0.3090957]
[0.51180141 0.48819859]
[0.70956415 0.29043585]
[0.65359506 0.34640494]
[0.72064965 0.27935035]
[0.37608565 0.62391435]
[0.5 0.5]
[0.22746919 0.77253081]
[0.39107273 0.60892727]
[0.47741702 0.52258298]
[0.84879303 0.15120697]
[0.2837064 0.7162936]
[0.35811137 0.64188863]
[0.63812353 0.36187647]
[0.75622134 0.24377866]
[0.7133807 0.2866193]
[0.34071442 0.65928558]
[0.51451301 0.48548699]
[0.44838815 0.55161185]
[0.46066157 0.53933843]
[0.96290312 0.03709688]
[0.63050601 0.36949399]
[0.26575029 0.73424971]
[0.21684738 0.78315262]
[0.70899189 0.29100811]
[0.72021738 0.27978262]
[0.26986539 0.73013461]
[0.68835096 0.31164904]
[0.22033971 0.77966029]
[0.5610303 0.4389697]
[0.33746253 0.66253747]
[0.6031588 0.3968412]
[0.64651415 0.35348585]
[0.18808015 0.81191985]
[0.29510729 0.70489271]
[0.8352121 0.1647879]
[0.58393041 0.41606959]
[0.90756121 0.09243879]
[0.65140473 0.34859527]
[0.20276719 0.79723281]
[0.05019037 0.94980963]
[0.55386798 0.44613202]
[0.77263688 0.22736312]
[0.38181006 0.61818994]
[0.05569058 0.94430942]
[0.08017198 0.91982802]
[0.69496421 0.30503579]
[0.30388833 0.69611167]
[0.28115885 0.71884115]
[0.855759 0.144241]
[0.81420219 0.18579781]
[0.69798052 0.30201948]
[0.63103637 0.36896363]
[0.5 0.5]
[0.51647611 0.48352389]
[0.52744009 0.47255991]
[0.08719106 0.91280894]
[0.59934201 0.40065799]
[0.84592622 0.15407378]
[0.35194063 0.64805937]
[0.18063767 0.81936233]
[0.79808611 0.20191389]
[0.82672252 0.17327748]
[0.27712683 0.72287317]
[0.46586398 0.53413602]
[0.39416937 0.60583063]
[0.80805542 0.19194458]
[0.58320864 0.41679136]
[0.27164117 0.72835883]
[0.54957206 0.45042794]
[0.30056773 0.69943227]
[0.42242946 0.57757054]
[0.48306779 0.51693221]
[0.37566534 0.62433466]
[0.17967952 0.82032048]
[0.82984156 0.17015844]
[0.32907974 0.67092026]
[0.59175318 0.40824682]
[0.19975436 0.80024564]
[0.95656226 0.04343774]
[0.10080334 0.89919666]
[0.33790468 0.66209532]
[0.57445956 0.42554044]
[0.25264998 0.74735002]
[0.44454098 0.55545902]
[0.2861147 0.7138853]
[0.21425387 0.78574613]
[0.17773919 0.82226081]
[0.23149666 0.76850334]
[0.0977033 0.9022967]
[0.74720521 0.25279479]
[0.42481331 0.57518669]
[0.30191786 0.69808214]
[0.24496787 0.75503213]
[0.71225642 0.28774358]
[0.78851445 0.21148555]
[0.76407341 0.23592659]
[0.4305158 0.5694842]
[0.30320645 0.69679355]
[0.1457492 0.8542508]
[0.72963588 0.27036412]
[0.32155124 0.67844876]
[0.51970493 0.48029507]
[0.77119387 0.22880613]
[0.60860999 0.39139001]
[0.45454968 0.54545032]
[0.14077373 0.85922627]
[0.53370752 0.46629248]
[0.18717625 0.81282375]
[0.22015552 0.77984448]
[0.40135083 0.59864917]
[0.13872985 0.86127015]
[0.83186979 0.16813021]
[0.51117339 0.48882661]
[0.6826859 0.3173141]
[0.32790478 0.67209522]
[0.41681354 0.58318646]
[0.44591275 0.55408725]
[0.35399879 0.64600121]
[0.49483458 0.50516542]
[0.4385311 0.5614689]
[0.33507608 0.66492392]
[0.05769105 0.94230895]
[0.58783595 0.41216405]
[0.40144288 0.59855712]
[0.34571363 0.65428637]
[0.49278951 0.50721049]
[0.48759492 0.51240508]
[0.26556113 0.73443887]
[0.83058922 0.16941078]
[0.51642776 0.48357224]
[0.27010686 0.72989314]
[0.73584738 0.26415262]
[0.22959201 0.77040799]
[0.65504633 0.34495367]
[0.20408578 0.79591422]
[0.53990822 0.46009178]
[0.56562871 0.43437129]
[0.78348731 0.21651269]
[0.68394166 0.31605834]
[0.12618468 0.87381532]
[0.58788462 0.41211538]
[0.89210619 0.10789381]
[0.44584773 0.55415227]
[0.87584564 0.12415436]
[0.35318725 0.64681275]
[0.40183612 0.59816388]
[0.62062826 0.37937174]
[0.20340029 0.79659971]
[0.61404944 0.38595056]
[0.41452243 0.58547757]
[0.37338013 0.62661987]
[0.79206537 0.20793463]
[0.21328557 0.78671443]
[0.27779104 0.72220896]
[0.20744277 0.79255723]
[0.22638696 0.77361304]
[0.47699103 0.52300897]
[0.29168291 0.70831709]
[0.78279621 0.21720379]
[0.5535439 0.4464561]
[0.31961086 0.68038914]
[0.03799259 0.96200741]
[0.19271423 0.80728577]
[0.5 0.5]
[0.47411954 0.52588046]
[0.55476744 0.44523256]
[0.71777768 0.28222232]
[0.8550372 0.1449628]
[0.60681738 0.39318262]
[0.17501546 0.82498454]
[0.06442417 0.93557583]
[0.21964804 0.78035196]
[0.43456429 0.56543571]
[0.77164902 0.22835098]
[0.4440806 0.5559194]
[0.32701495 0.67298505]
[0.32060337 0.67939663]
[0.35919802 0.64080198]
[0.53986996 0.46013004]
[0.0522803 0.9477197]
[0.59026054 0.40973946]
[0.54065873 0.45934127]
[0.41826749 0.58173251]
[0.48292097 0.51707903]
[0.37780045 0.62219955]
[0.73626621 0.26373379]
[0.5192928 0.4807072]
[0.76741275 0.23258725]
[0.44333151 0.55666849]
[0.11454507 0.88545493]
[0.88851332 0.11148668]
[0.72060759 0.27939241]
[0.72306865 0.27693135]
[0.2042765 0.7957235]
[0.78558715 0.21441285]
[0.71365006 0.28634994]
[0.63848704 0.36151296]
[0.53288198 0.46711802]
[0.89207728 0.10792272]
[0.28969524 0.71030476]
[0.63093104 0.36906896]
[0.71284349 0.28715651]
[0.24160005 0.75839995]
[0.39326896 0.60673104]
[0.59841593 0.40158407]
[0.20269441 0.79730559]
[0.78443256 0.21556744]
[0.55123288 0.44876712]
[0.05415229 0.94584771]
[0.87047379 0.12952621]
[0.55095325 0.44904675]
[0.25640612 0.74359388]
[0.54227457 0.45772543]
[0.34615428 0.65384572]
[0.5687818 0.4312182]
[0.58637083 0.41362917]
[0.73896175 0.26103825]
[0.33648108 0.66351892]
[0.22209306 0.77790694]
[0.77268567 0.22731433]
[0.71812187 0.28187813]
[0.61932086 0.38067914]
[0.60708896 0.39291104]
[0.64493393 0.35506607]
[0.35430478 0.64569522]
[0.02295166 0.97704834]
[0.62419369 0.37580631]
[0.5150734 0.4849266]
[0.60570328 0.39429672]
[0.42622093 0.57377907]
[0.28265063 0.71734937]
[0.71038636 0.28961364]
[0.17306836 0.82693164]
[0.32496604 0.67503396]
[0.76833378 0.23166622]
[0.55639123 0.44360877]
[0.57461815 0.42538185]
[0.00940549 0.99059451]
[0.43592232 0.56407768]
[0.30243181 0.69756819]
[0.65188712 0.34811288]
[0.37437495 0.62562505]
[0.58094535 0.41905465]
[0.52669417 0.47330583]
[0.00476518 0.99523482]
[0.79371555 0.20628445]
[0.17453167 0.82546833]
[0.67195515 0.32804485]
[0.59410518 0.40589482]
[0.59285818 0.40714182]
[0.33683941 0.66316059]
[0.24084772 0.75915228]
[0.41641128 0.58358872]
[0.24969954 0.75030046]
[0.77680704 0.22319296]
[0.86806768 0.13193232]
[0.14932198 0.85067802]
[0.62245742 0.37754258]
[0.4698559 0.5301441]
[0.79149528 0.20850472]
[0.22302301 0.77697699]
[0.63685263 0.36314737]
[0.05990525 0.94009475]
[0.04716074 0.95283926]
[0.74265915 0.25734085]
[0.82012301 0.17987699]
[0.890136 0.109864]
[0.29368925 0.70631075]
[0.63791644 0.36208356]
[0.24329948 0.75670052]
[0.09409271 0.90590729]
[0.5 0.5]
[0.33645427 0.66354573]
[0.41405602 0.58594398]
[0.36347394 0.63652606]
[0.77751255 0.22248745]
[0.29573536 0.70426464]
[0.15039354 0.84960646]
[0.34114465 0.65885535]
[0.85117241 0.14882759]
[0.6336177 0.3663823]
[0.39976764 0.60023236]
[0.17605399 0.82394601]
[0.49309332 0.50690668]
[0.42332543 0.57667457]
[0.14385252 0.85614748]
[0.95885668 0.04114332]
[0.5 0.5]
[0.36576639 0.63423361]
[0.38935252 0.61064748]
[0.51341694 0.48658306]
[0.35273426 0.64726574]
[0.49325515 0.50674485]
[0.11598534 0.88401466]
[0.87563546 0.12436454]
[0.89398119 0.10601881]
[0.23699231 0.76300769]
[0.74668046 0.25331954]
[0.68649486 0.31350514]
[0.01060686 0.98939314]
[0.1160556 0.8839444]
[0.25765322 0.74234678]
[0.36347105 0.63652895]
[0.88365106 0.11634894]
[0.22341415 0.77658585]
[0.40578559 0.59421441]
[0.77904305 0.22095695]
[0.18648185 0.81351815]
[0.79305127 0.20694873]
[0.88366055 0.11633945]
[0.15953339 0.84046661]
[0.62107174 0.37892826]
[0.90707334 0.09292666]
[0.68833639 0.31166361]
[0.02426502 0.97573498]
[0.39680793 0.60319207]
[0.13738412 0.86261588]
[0.1845402 0.8154598]
[0.63359677 0.36640323]
[0.90747151 0.09252849]
[0.609433 0.390567]
[0.13577372 0.86422628]
[0.7285114 0.2714886]
[0.44575634 0.55424366]
[0.64994387 0.35005613]
[0.59958313 0.40041687]
[0.59324915 0.40675085]
[0.10152015 0.89847985]
[0.63091661 0.36908339]
[0.01067015 0.98932985]
[0.49365655 0.50634345]
[0.62099122 0.37900878]
[0.48744216 0.51255784]
[0.03479194 0.96520806]
[0.43859099 0.56140901]
[0.43784267 0.56215733]
[0.05804632 0.94195368]
[0.33892151 0.66107849]
[0.54784756 0.45215244]
[0.35442853 0.64557147]
[0.76180835 0.23819165]
[0.39130612 0.60869388]
[0.47308011 0.52691989]
[0.12239129 0.87760871]
[0.41944288 0.58055712]
[0.40266217 0.59733783]
[0.19952997 0.80047003]
[0.00566682 0.99433318]
[0.64955255 0.35044745]
[0.63225909 0.36774091]
[0.7182993 0.2817007]
[0.83130733 0.16869267]
[0.85160417 0.14839583]
[0.83031649 0.16968351]
[0.0875029 0.9124971]
[0.56881857 0.43118143]
[0.18211479 0.81788521]
[0.08293236 0.91706764]
[0.19870255 0.80129745]
[0.06564265 0.93435735]
[0.61650743 0.38349257]
